Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000211893,IGHG2,Gene Expression,0.3139964389213983,0.0,0.0,5065,5.629632162101398,319
ENSG00000158764,ITLN2,Gene Expression,0.31203525472443905,0.0,0.0,235,0.20251730106580834,68
ENSG00000211895,IGHA1,Gene Expression,0.3102771772516294,0.0,0.0,26864,29.820597785863754,367
ENSG00000066230,SLC9A3,Gene Expression,0.3082886766954196,0.0,0.0,2010,2.787121806321726,295
ENSG00000223350,IGLV9-49,Gene Expression,0.3058839535715337,0.0,0.0,154,0.17656689612885818,60
ENSG00000115414,FN1,Gene Expression,0.30449628913831883,0.0,0.0,274,0.2388500709543557,111
ENSG00000130770,ATP5IF1,Gene Expression,0.30177383454451007,0.0,0.0,1446,1.2255972687313,228
ENSG00000168542,COL3A1,Gene Expression,0.30030864208247904,0.0,0.0,3877,3.620506775572233,294
ENSG00000152795,HNRNPDL,Gene Expression,0.28894460547729095,0.0,0.0,1528,1.5425602651381534,247
ENSG00000197451,HNRNPAB,Gene Expression,0.2669317234103878,0.0,0.0,696,0.5579347150249337,188
ENSG00000181789,COPG1,Gene Expression,0.2666052762361474,0.0,0.0,1182,0.9451921725948762,208
ENSG00000171431,KRT20,Gene Expression,0.2659638651460004,0.0,0.0,4902,4.5989962819944905,322
ENSG00000016602,CLCA4,Gene Expression,0.2633253323776056,0.0,0.0,1770,2.2851125586479117,255
ENSG00000130707,ASS1,Gene Expression,0.2624040057077926,0.0,0.0,4070,3.3158507751741753,288
ENSG00000240563,L1TD1,Gene Expression,0.2617913446329647,0.0,0.0,144,0.12102395606563399,64
ENSG00000125740,FOSB,Gene Expression,0.2595582581731876,0.0,0.0,1425,1.346153190795425,231
ENSG00000197766,CFD,Gene Expression,0.25746229111228,0.0,0.0,272,0.2502874881217305,122
ENSG00000117724,CENPF,Gene Expression,0.2563507261724711,0.0,0.0,27,0.012344129998686188,22
ENSG00000044574,HSPA5,Gene Expression,0.25199983212477894,0.0,0.0,2120,2.0051588331917958,257
ENSG00000118526,TCF21,Gene Expression,0.24566044201713694,0.0,0.0,448,0.5279795728214477,163
ENSG00000115677,HDLBP,Gene Expression,0.24539654893163435,0.0,0.0,966,0.8186673508439503,205
ENSG00000205542,TMSB4X,Gene Expression,0.24507493848721118,0.0,0.0,12953,15.149563330869098,367
ENSG00000100604,CHGA,Gene Expression,0.24114023548594218,0.0,0.0,507,0.44989246791581683,124
ENSG00000169174,PCSK9,Gene Expression,0.2396932814069769,0.0,0.0,133,0.09275156051281448,75
ENSG00000097021,ACOT7,Gene Expression,0.23662700896592723,0.0,0.0,385,0.29872296737570253,148
ENSG00000250722,SELENOP,Gene Expression,0.2335636156449656,0.0,0.0,2913,2.864176775067878,297
ENSG00000124570,SERPINB6,Gene Expression,0.22977843620138963,0.0,0.0,1055,0.8966937869203784,206
ENSG00000159403,C1R,Gene Expression,0.2281042153080132,0.0,0.0,676,0.6760903510102595,188
ENSG00000182580,EPHB3,Gene Expression,0.2231423080244196,0.0,0.0,141,0.13797170711094214,59
ENSG00000175426,PCSK1,Gene Expression,0.22168771127464557,0.0,0.0,51,0.040626697244423415,35
ENSG00000105388,CEACAM5,Gene Expression,0.21715048945835874,0.0,0.0,6150,6.2083167936397174,342
ENSG00000134884,ARGLU1,Gene Expression,0.21570357783283886,0.0,0.0,1530,1.6582961328658383,257
ENSG00000188536,HBA2,Gene Expression,0.2135471427604474,0.0,0.0,475,0.41208147741699813,113
ENSG00000198788,MUC2,Gene Expression,0.21073328593703475,0.0,0.0,3478,2.75026131976505,268
ENSG00000182054,IDH2,Gene Expression,0.21009793371124352,0.0,0.0,436,0.37491753727126736,154
ENSG00000167701,GPT,Gene Expression,0.20966997115434707,0.0,0.0,398,0.29705930098585986,142
ENSG00000113140,SPARC,Gene Expression,0.20839310172650125,0.0,0.0,1131,0.9342722485986557,204
ENSG00000170515,PA2G4,Gene Expression,0.20813304897812576,0.0,0.0,533,0.4986858604766283,174
ENSG00000104522,TSTA3,Gene Expression,0.2077902377924281,0.0,0.0,468,0.36134629931605683,151
ENSG00000156510,HKDC1,Gene Expression,0.20753566481502544,0.0,0.0,595,0.48800015266003066,166
ENSG00000162366,PDZK1IP1,Gene Expression,0.20606163836837588,0.0,0.0,1322,1.0754852864049957,209
ENSG00000133216,EPHB2,Gene Expression,0.20578459682989536,0.0,0.0,293,0.28260589748474596,111
ENSG00000138757,G3BP2,Gene Expression,0.20275605895117638,0.0,0.0,881,0.7844195339282449,203
ENSG00000115263,GCG,Gene Expression,0.20023276915174446,0.0,0.0,1043,0.8241495839538864,170
ENSG00000183207,RUVBL2,Gene Expression,0.20014723538470414,0.0,0.0,275,0.20024836153190523,114
ENSG00000135052,GOLM1,Gene Expression,0.1996287521934437,0.0,0.0,1972,1.6433848731174345,239
ENSG00000168036,CTNNB1,Gene Expression,0.19866070661953583,0.0,0.0,1416,1.2791865479856985,234
ENSG00000084207,GSTP1,Gene Expression,0.19595254432455497,0.0,0.0,1814,1.7523203486416208,255
ENSG00000094755,GABRP,Gene Expression,0.19536257100251947,0.0,0.0,28,0.020119220178218683,21
ENSG00000189334,S100A14,Gene Expression,0.19252614378812252,0.0,0.0,2210,1.9734423719210403,260
ENSG00000145494,NDUFS6,Gene Expression,0.19251055756389754,0.0,0.0,831,0.7320450377638341,200
ENSG00000135773,CAPN9,Gene Expression,0.19233768350773311,0.0,0.0,160,0.10487563082765736,86
ENSG00000266714,MYO15B,Gene Expression,0.19150449191673566,0.0,0.0,1808,2.054873780392111,274
ENSG00000184357,HIST1H1B,Gene Expression,0.19052856531820186,0.0,0.0,626,0.5779046517232634,169
ENSG00000100342,APOL1,Gene Expression,0.18970527045902014,0.0,0.0,909,0.7511132652975144,193
ENSG00000173702,MUC13,Gene Expression,0.18958999070451618,0.0,0.0,2727,2.7955135058353195,296
ENSG00000064651,SLC12A2,Gene Expression,0.18905886370756744,0.0,0.0,505,0.5328062946856227,151
ENSG00000080824,HSP90AA1,Gene Expression,0.18861190939845585,0.0,0.0,1502,1.3864191174802885,246
ENSG00000089199,CHGB,Gene Expression,0.18860920735999376,0.0,0.0,41,0.02514702728523981,22
ENSG00000144063,MALL,Gene Expression,0.188435082909387,0.0,0.0,993,0.9361287125521686,202
ENSG00000107223,EDF1,Gene Expression,0.1875066995124662,0.0,0.0,1192,1.0786087779231166,227
ENSG00000155792,DEPTOR,Gene Expression,0.18712920428378152,0.0,0.0,29,0.014202863940232142,24
ENSG00000133321,PLAAT4,Gene Expression,0.18694298331288933,0.0,0.0,1079,0.8844268306123861,204
ENSG00000099795,NDUFB7,Gene Expression,0.18643069774657675,0.0,0.0,868,0.7626793895551041,210
ENSG00000103375,AQP8,Gene Expression,0.1863798257320055,0.0,0.0,216,0.7660039315619878,129
ENSG00000108821,COL1A1,Gene Expression,0.18623351991783021,0.0,0.0,1347,1.1806665535164629,219
ENSG00000182885,ADGRG3,Gene Expression,0.18583859269503908,0.0,0.0,3,0.0011220992489368252,3
ENSG00000145113,MUC4,Gene Expression,0.18528076532543641,0.0,0.0,2256,2.1357672168232544,269
ENSG00000160789,LMNA,Gene Expression,0.18232003485221412,0.0,0.0,904,0.8424337061383723,214
ENSG00000181885,CLDN7,Gene Expression,0.18174741266121908,0.0,0.0,3287,3.3387964927954843,304
ENSG00000134222,PSRC1,Gene Expression,0.18168394140235822,0.0,0.0,35,0.01690673939551556,25
ENSG00000188629,ZNF177,Gene Expression,0.18116854113208722,0.0,0.0,5,0.003622297109599459,5
ENSG00000169564,PCBP1,Gene Expression,0.18039644180932757,0.0,0.0,1575,1.4485662690603645,245
ENSG00000163515,RETNLB,Gene Expression,0.17999894743036873,0.0,0.0,199,0.3006524682847802,81
ENSG00000148346,LCN2,Gene Expression,0.17791544264970177,0.0,0.0,3083,2.599831579925069,276
ENSG00000144354,CDCA7,Gene Expression,0.17735970596600875,0.0,0.0,132,0.11092437401624165,61
ENSG00000196352,CD55,Gene Expression,0.17687312223559254,0.0,0.0,978,0.9320219147623434,211
ENSG00000120068,HOXB8,Gene Expression,0.17348777594480236,0.0,0.0,156,0.13631450812543183,71
ENSG00000197747,S100A10,Gene Expression,0.1734052731513196,0.0,0.0,3841,3.538830418706839,307
ENSG00000141756,FKBP10,Gene Expression,0.17244118942121436,0.0,0.0,128,0.08747366437769322,82
ENSG00000006453,BAIAP2L1,Gene Expression,0.17167878944198656,0.0,0.0,496,0.397369950538838,163
ENSG00000168955,TM4SF20,Gene Expression,0.17143153572138214,0.0,0.0,361,0.27902710784819024,103
ENSG00000184164,CRELD2,Gene Expression,0.17083957104726974,0.0,0.0,543,0.5098922202538864,184
ENSG00000075624,ACTB,Gene Expression,0.17080362317164186,0.0,0.0,10146,11.003118706557332,363
ENSG00000175416,CLTB,Gene Expression,0.17072755571599998,0.0,0.0,1165,1.0044726717652317,218
ENSG00000214706,IFRD2,Gene Expression,0.16904407088799525,0.0,0.0,156,0.10268421437295452,88
ENSG00000142657,PGD,Gene Expression,0.16895701324291534,0.0,0.0,517,0.44611538758429703,172
ENSG00000179914,ITLN1,Gene Expression,0.1684743512688961,0.0,0.0,610,0.6064799124629563,167
ENSG00000127922,SEM1,Gene Expression,0.16795516346071912,0.0,0.0,648,0.556491538757219,188
ENSG00000278637,HIST1H4A,Gene Expression,0.16768306381348466,0.0,0.0,511,0.5037768497228949,161
ENSG00000090581,GNPTG,Gene Expression,0.16657462470593254,0.0,0.0,383,0.3575592013175542,163
ENSG00000008394,MGST1,Gene Expression,0.1664518284826948,0.0,0.0,522,0.42559302950026334,162
ENSG00000038427,VCAN,Gene Expression,0.1660166891184264,0.0,0.0,211,0.15940347344510258,104
ENSG00000173237,C11orf86,Gene Expression,0.165229801191631,0.0,0.0,102,0.06243024458893132,50
ENSG00000008517,IL32,Gene Expression,0.1645138196231429,0.0,0.0,2647,2.825313799008909,302
ENSG00000120756,PLS1,Gene Expression,0.16413817531509964,0.0,0.0,1296,1.2519574504818014,216
ENSG00000172725,CORO1B,Gene Expression,0.16381347080328387,0.0,0.0,573,0.472243551221129,175
ENSG00000143578,CREB3L4,Gene Expression,0.16372647556037784,0.0,0.0,37,0.024264727347213987,30
ENSG00000011600,TYROBP,Gene Expression,0.16361728620729826,0.0,0.0,645,0.6704889561996417,186
ENSG00000118849,RARRES1,Gene Expression,0.16342290853148075,0.0,0.0,332,0.252176446707399,131
ENSG00000205277,MUC12,Gene Expression,0.16318825898671424,0.0,0.0,1391,1.259495945980758,226
ENSG00000175756,AURKAIP1,Gene Expression,0.16220990079510905,0.0,0.0,806,0.7473956100959209,207
ENSG00000170421,KRT8,Gene Expression,0.16170036948287916,0.0,0.0,13938,13.16094205964215,362
ENSG00000179222,MAGED1,Gene Expression,0.16166832837729067,0.0,0.0,255,0.1863884090316263,123
ENSG00000189143,CLDN4,Gene Expression,0.15952760226239307,0.0,0.0,1609,2.0580338747168545,279
ENSG00000179271,GADD45GIP1,Gene Expression,0.15949779126570812,0.0,0.0,293,0.2963588638934056,137
ENSG00000091972,CD200,Gene Expression,0.15906989266503024,0.0,0.0,66,0.04851499044176177,44
ENSG00000143167,GPA33,Gene Expression,0.15865583660350466,0.0,0.0,1144,1.0642156119659987,218
ENSG00000099624,ATP5F1D,Gene Expression,0.1583645484218533,0.0,0.0,536,0.49534239812471453,174
ENSG00000135446,CDK4,Gene Expression,0.15786017185841297,0.0,0.0,243,0.2153320168738892,114
ENSG00000167658,EEF2,Gene Expression,0.15649603593226105,0.0,0.0,4086,4.191354343735607,308
ENSG00000163466,ARPC2,Gene Expression,0.15624241016401003,0.0,0.0,1332,1.2668301937944095,238
ENSG00000196576,PLXNB2,Gene Expression,0.1550634860852989,0.0,0.0,1344,1.2738836842683603,238
ENSG00000072501,SMC1A,Gene Expression,0.15504276211543994,0.0,0.0,123,0.08918140291285671,81
ENSG00000167792,NDUFV1,Gene Expression,0.15481032146700613,0.0,0.0,750,0.7612556733235386,205
ENSG00000133475,GGT2,Gene Expression,0.1546013967724213,0.0,0.0,14,0.005891921433762523,14
ENSG00000006747,SCIN,Gene Expression,0.15382347460882015,0.0,0.0,298,0.23156096132627102,117
ENSG00000110917,MLEC,Gene Expression,0.153772324334321,0.0,0.0,1127,1.1520336388616086,222
ENSG00000112699,GMDS,Gene Expression,0.15361767860535258,0.0,0.0,827,0.7314269637992873,197
ENSG00000197448,GSTK1,Gene Expression,0.15278911525970615,0.0,0.0,1056,0.9411584807027985,212
ENSG00000100632,ERH,Gene Expression,0.15271862278530435,0.0,0.0,435,0.3861322153807586,158
ENSG00000196924,FLNA,Gene Expression,0.1526310623487392,0.0,0.0,812,0.8365670159505498,212
ENSG00000123159,GIPC1,Gene Expression,0.15180261135642498,0.0,0.0,888,0.7491225669756923,193
ENSG00000176046,NUPR1,Gene Expression,0.1516040404779338,0.0,0.0,652,0.5783014436462917,186
ENSG00000089356,FXYD3,Gene Expression,0.1510361845411657,0.0,0.0,1970,2.5271889228118907,301
ENSG00000140105,WARS,Gene Expression,0.15094201956620437,0.0,0.0,859,0.7514681569666584,208
ENSG00000136872,ALDOB,Gene Expression,0.15081096512013906,0.0,0.0,1655,1.3300054201397487,231
ENSG00000137757,CASP5,Gene Expression,0.15077863896393887,0.0,0.0,932,0.8778640527838298,190
ENSG00000171747,LGALS4,Gene Expression,0.15050360532752668,0.0,0.0,8282,8.34521986554629,353
ENSG00000142192,APP,Gene Expression,0.1503257623205216,0.0,0.0,1345,1.295571895759988,241
ENSG00000101194,SLC17A9,Gene Expression,0.14998132516626392,0.0,0.0,210,0.18694782190937348,108
ENSG00000171109,MFN1,Gene Expression,0.14994627798316582,0.0,0.0,224,0.16968022303176658,120
ENSG00000120129,DUSP1,Gene Expression,0.14969800559632146,0.0,0.0,1007,0.9886686538293616,220
ENSG00000003393,ALS2,Gene Expression,0.14959922125306957,0.0,0.0,24,0.00944171063625643,21
ENSG00000016490,CLCA1,Gene Expression,0.14936182179839133,0.0,0.0,2247,2.2025496428505416,272
ENSG00000157613,CREB3L1,Gene Expression,0.1489039058975507,0.0,0.0,856,0.7309788876337094,189
ENSG00000117523,PRRC2C,Gene Expression,0.14873383681460942,0.0,0.0,1258,1.256753233450195,234
ENSG00000169876,MUC17,Gene Expression,0.14862628046831267,0.0,0.0,333,0.2774350546950179,103
ENSG00000143153,ATP1B1,Gene Expression,0.1483399125757782,0.0,0.0,2615,2.4415830952254476,278
ENSG00000147813,NAPRT,Gene Expression,0.14799134821407509,0.0,0.0,651,0.535268711650798,173
ENSG00000197061,HIST1H4C,Gene Expression,0.146975577145128,0.0,0.0,702,0.6703986237176639,195
ENSG00000104695,PPP2CB,Gene Expression,0.14686475123828532,0.0,0.0,1326,1.193856158257718,238
ENSG00000146007,ZMAT2,Gene Expression,0.14682653409758806,0.0,0.0,201,0.1594461796458609,112
ENSG00000090382,LYZ,Gene Expression,0.14655332881973507,0.0,0.0,5804,6.062717097022671,339
ENSG00000211598,IGKV4-1,Gene Expression,0.14654748357460026,0.0,0.0,2068,2.2259829552421126,258
ENSG00000160180,TFF3,Gene Expression,0.14632808962316554,0.0,0.0,2473,2.273141607372857,263
ENSG00000088325,TPX2,Gene Expression,0.1461452072086791,0.0,0.0,106,0.08625124559541089,72
ENSG00000182472,CAPN12,Gene Expression,0.1455833124346379,0.0,0.0,66,0.04865615227679374,35
ENSG00000163453,IGFBP7,Gene Expression,0.14551252855824137,0.0,0.0,822,0.7955465934160806,210
ENSG00000084636,COL16A1,Gene Expression,0.1453872734503983,0.0,0.0,101,0.10976691868291998,70
ENSG00000079385,CEACAM1,Gene Expression,0.1451999158854716,0.0,0.0,990,1.5742264573924498,249
ENSG00000112742,TTK,Gene Expression,0.14464849751399808,0.0,0.0,21,0.014830812072503889,18
ENSG00000111481,COPZ1,Gene Expression,0.14438826007150934,0.0,0.0,832,0.7585124815242245,206
ENSG00000010256,UQCRC1,Gene Expression,0.14429006971013883,0.0,0.0,862,0.8289107005782309,202
ENSG00000049656,CLPTM1L,Gene Expression,0.14424595042657132,0.0,0.0,642,0.6932683925621467,194
ENSG00000183963,SMTN,Gene Expression,0.14423574921150611,0.0,0.0,228,0.21584394292641,113
ENSG00000140391,TSPAN3,Gene Expression,0.14403104576526898,0.0,0.0,1255,1.194985382376538,229
ENSG00000151726,ACSL1,Gene Expression,0.14380909625309765,0.0,0.0,94,0.06212968358198177,65
ENSG00000140022,STON2,Gene Expression,0.14375147387725426,0.0,0.0,42,0.021367269011287885,33
ENSG00000115129,TP53I3,Gene Expression,0.14263085969524292,2.220446049250313e-16,1.6257148133138567e-14,576,0.5101883336434183,177
ENSG00000104852,SNRNP70,Gene Expression,0.14261584980840997,2.220446049250313e-16,1.6257148133138567e-14,1410,1.5602083559883542,259
ENSG00000161011,SQSTM1,Gene Expression,0.1425546336459766,2.220446049250313e-16,1.6257148133138567e-14,3643,3.8417448277811825,311
ENSG00000140545,MFGE8,Gene Expression,0.1424934958024392,0.0,0.0,306,0.2818856330649107,117
ENSG00000211872,TRAJ17,Gene Expression,0.14200576063850937,0.0,0.0,89,0.12735559311767516,70
ENSG00000164120,HPGD,Gene Expression,0.14191587290322216,2.220446049250313e-16,1.6257148133138567e-14,533,0.49441689976495856,149
ENSG00000099958,DERL3,Gene Expression,0.14163488951444667,2.220446049250313e-16,1.6257148133138567e-14,377,0.3923564527275706,151
ENSG00000171617,ENC1,Gene Expression,0.14163389785702968,2.220446049250313e-16,1.6257148133138567e-14,398,0.3278931629470878,156
ENSG00000170144,HNRNPA3,Gene Expression,0.14140559368862782,2.220446049250313e-16,1.6257148133138567e-14,1485,1.4335454369888083,242
ENSG00000117448,AKR1A1,Gene Expression,0.14134361355799013,2.220446049250313e-16,1.6257148133138567e-14,594,0.5651984909854273,191
ENSG00000089472,HEPH,Gene Expression,0.1411908726375951,2.220446049250313e-16,1.6257148133138567e-14,545,0.48019781776168197,166
ENSG00000116299,KIAA1324,Gene Expression,0.14112492948084074,0.0,0.0,158,0.14735412685310398,81
ENSG00000089220,PEBP1,Gene Expression,0.1410798366915216,2.220446049250313e-16,1.6257148133138567e-14,598,0.5780310552256022,184
ENSG00000144645,OSBPL10,Gene Expression,0.1409994103357776,0.0,0.0,49,0.04432288813335102,38
ENSG00000112414,ADGRG6,Gene Expression,0.140905626401146,0.0,0.0,160,0.12085475079723228,100
ENSG00000125144,MT1G,Gene Expression,0.14082087662215456,4.440892098500626e-16,3.143562293042908e-14,473,0.7727067556133301,189
ENSG00000073605,GSDMB,Gene Expression,0.14046516621060584,4.440892098500626e-16,3.143562293042908e-14,1451,1.2963898463435526,242
ENSG00000119820,YIPF4,Gene Expression,0.14009771508035515,4.440892098500626e-16,3.143562293042908e-14,401,0.378334765083907,169
ENSG00000106263,EIF3B,Gene Expression,0.1397803181529179,2.220446049250313e-16,1.6257148133138567e-14,262,0.21485993265318423,131
ENSG00000149548,CCDC15,Gene Expression,0.13964314623959317,0.0,0.0,25,0.012741097412207643,25
ENSG00000135930,EIF4E2,Gene Expression,0.13960176804969804,4.440892098500626e-16,3.143562293042908e-14,262,0.22368887762170106,142
ENSG00000163359,COL6A3,Gene Expression,0.13910550835171884,6.661338147750939e-16,4.671067914310236e-14,492,0.44727066829438317,158
ENSG00000107796,ACTA2,Gene Expression,0.1383939276320177,1.1102230246251565e-15,7.712693532930854e-14,578,0.5948556248270905,173
ENSG00000162174,ASRGL1,Gene Expression,0.1382239291442892,6.661338147750939e-16,4.671067914310236e-14,213,0.20834521085668167,103
ENSG00000162522,KIAA1522,Gene Expression,0.1380370648358921,1.3322676295501878e-15,9.12786665823927e-14,1050,0.9588500006900306,223
ENSG00000124762,CDKN1A,Gene Expression,0.13786608282339674,1.5543122344752192e-15,1.0504618793720305e-13,991,0.9149941162907939,203
ENSG00000171302,CANT1,Gene Expression,0.13779211477065212,1.3322676295501878e-15,9.12786665823927e-14,680,0.6157757222709278,197
ENSG00000204616,TRIM31,Gene Expression,0.13725071722505386,1.9984014443252818e-15,1.3445100888487572e-13,1647,1.7527755057148597,257
ENSG00000163931,TKT,Gene Expression,0.1372379495268766,1.5543122344752192e-15,1.0504618793720305e-13,434,0.3730828480102227,154
ENSG00000007171,NOS2,Gene Expression,0.13695310841610636,2.220446049250313e-15,1.4805617049822624e-13,1040,0.8624607925150034,196
ENSG00000091490,SEL1L3,Gene Expression,0.13681932529919677,2.220446049250313e-15,1.4805617049822624e-13,610,0.5460579387396901,188
ENSG00000155660,PDIA4,Gene Expression,0.13653410735653346,2.6645352591003757e-15,1.7609512668107616e-13,979,0.9288482044859145,218
ENSG00000182400,TRAPPC6B,Gene Expression,0.13626346557935298,1.1102230246251565e-15,7.712693532930854e-14,184,0.1852159037494556,109
ENSG00000153303,FRMD1,Gene Expression,0.1358911680679677,1.5543122344752192e-15,1.0504618793720305e-13,119,0.2424328078486319,74
ENSG00000156966,B3GNT7,Gene Expression,0.1358188464500976,1.3322676295501878e-15,9.12786665823927e-14,61,0.02951329454912519,46
ENSG00000163468,CCT3,Gene Expression,0.13567029075341402,3.774758283725532e-15,2.4727977949879186e-13,618,0.5943581859640769,190
ENSG00000166508,MCM7,Gene Expression,0.13554134228931008,3.3306690738754696e-15,2.1914922153041416e-13,359,0.349060448823178,144
ENSG00000167315,ACAA2,Gene Expression,0.135532438431869,4.440892098500626e-15,2.8838767123132763e-13,1138,1.1080521833885904,221
ENSG00000138606,SHF,Gene Expression,0.13500205042520394,4.440892098500626e-16,3.143562293042908e-14,38,0.02689304514150644,32
ENSG00000139438,FAM222A,Gene Expression,0.13474562449319796,0.0,0.0,9,0.004002912839066342,7
ENSG00000101057,MYBL2,Gene Expression,0.13448822757960646,2.220446049250313e-16,1.6257148133138567e-14,39,0.023958688808679532,30
ENSG00000106636,YKT6,Gene Expression,0.13412855791230066,2.6645352591003757e-15,1.7609512668107616e-13,135,0.09975673575263423,88
ENSG00000117472,TSPAN1,Gene Expression,0.1340813907427717,8.43769498715119e-15,5.40881597974636e-13,3468,3.5725046996651764,309
ENSG00000142871,CCN1,Gene Expression,0.13367913768753154,9.103828801926284e-15,5.786161148322169e-13,491,0.5434745203096051,174
ENSG00000158710,TAGLN2,Gene Expression,0.13361913314633564,1.0658141036401503e-14,6.745338750834442e-13,1575,1.5672880942872962,254
ENSG00000175334,BANF1,Gene Expression,0.13353464562236683,8.43769498715119e-15,5.40881597974636e-13,385,0.38756224287537605,155
ENSG00000155850,SLC26A2,Gene Expression,0.13325881067163817,1.176836406102666e-14,7.293455834667808e-13,666,1.1969965492215917,218
ENSG00000158125,XDH,Gene Expression,0.1330329651059547,1.1546319456101628e-14,7.215724995662507e-13,552,0.4842519675011115,162
ENSG00000099834,CDHR5,Gene Expression,0.13296704589057656,1.4432899320127035e-14,8.834827223172845e-13,2061,2.2451462389829056,274
ENSG00000113384,GOLPH3,Gene Expression,0.13296153427124005,1.3322676295501878e-14,8.188785726321648e-13,801,0.8417822227335692,221
ENSG00000102096,PIM2,Gene Expression,0.1329056185536248,7.549516567451064e-15,4.881367075820308e-13,245,0.2497589782686616,125
ENSG00000140534,TICRR,Gene Expression,0.13288531691291125,4.440892098500626e-16,3.143562293042908e-14,23,0.01179902439229462,21
ENSG00000173230,GOLGB1,Gene Expression,0.13286891369220785,1.199040866595169e-14,7.40036131548159e-13,431,0.3969699800577433,176
ENSG00000259823,LYPD8,Gene Expression,0.13219433811622236,1.9539925233402755e-14,1.1581282670083474e-12,874,0.9501045468142912,190
ENSG00000249915,PDCD6,Gene Expression,0.13202773045988378,1.8207657603852567e-14,1.0834644381320397e-12,637,0.5754039747758645,188
ENSG00000213024,NUP62,Gene Expression,0.13196460278841032,1.176836406102666e-14,7.293455834667808e-13,241,0.180741493942018,116
ENSG00000139329,LUM,Gene Expression,0.1317680785075853,1.4876988529977098e-14,9.069497987091344e-13,291,0.2524565868596715,118
ENSG00000089091,DZANK1,Gene Expression,0.13166745718116057,0.0,0.0,10,0.004578066139605806,9
ENSG00000059728,MXD1,Gene Expression,0.13165364399402946,2.3314683517128287e-14,1.3602660664524535e-12,863,0.8057876576780449,184
ENSG00000094916,CBX5,Gene Expression,0.1315570758959662,1.1546319456101628e-14,7.215724995662507e-13,171,0.16871234215408934,102
ENSG00000140264,SERF2,Gene Expression,0.13139471550619627,2.5979218776228663e-14,1.5039752389215168e-12,3931,3.8196737941480214,312
ENSG00000129128,SPCS3,Gene Expression,0.13134170017544264,2.020605904817785e-14,1.1928762764568552e-12,424,0.4016921275633564,162
ENSG00000082512,TRAF5,Gene Expression,0.1309749092227889,9.103828801926284e-15,5.786161148322169e-13,216,0.22325855033725878,108
ENSG00000145191,EIF2B5,Gene Expression,0.13087645822852934,1.509903313490213e-14,9.167445483857651e-13,237,0.21742986006118906,124
ENSG00000139192,TAPBPL,Gene Expression,0.13058579644122886,1.7541523789077473e-14,1.0480007972546445e-12,232,0.17392316315184397,127
ENSG00000198467,TPM2,Gene Expression,0.13045431322955117,3.68594044175552e-14,2.0932778113330966e-12,524,0.5849798931715094,172
ENSG00000143384,MCL1,Gene Expression,0.13034504208159245,4.5075054799781356e-14,2.540532145243526e-12,2101,2.0702584438443004,266
ENSG00000178951,ZBTB7A,Gene Expression,0.13022758435362064,4.707345624410664e-14,2.6431922648946494e-12,1282,1.1952311526320643,236
